city,country
Barranquitas !Barranquitas,Commonwealth of Puerto Rico (US overseas commonwealth)
Bayamón !Bayamón,Commonwealth of Puerto Rico (US overseas commonwealth)
Cabo Rojo !Cabo Rojo,Commonwealth of Puerto Rico (US overseas commonwealth)
Caguas !Caguas,Commonwealth of Puerto Rico (US overseas commonwealth)
Camuy !Camuy,Commonwealth of Puerto Rico (US overseas commonwealth)
Canóvanas !Canóvanas,Commonwealth of Puerto Rico (US overseas commonwealth)
Carolina !Carolina,Commonwealth of Puerto Rico (US overseas commonwealth)
Cataño !Cataño,Commonwealth of Puerto Rico (US overseas commonwealth)
Cayey !Cayey,Commonwealth of Puerto Rico (US overseas commonwealth)
Ceiba !Ceiba,Commonwealth of Puerto Rico (US overseas commonwealth)
Ciales !Ciales,Commonwealth of Puerto Rico (US overseas commonwealth)
Cidra !Cidra,Commonwealth of Puerto Rico (US overseas commonwealth)
Coamo !Coamo,Commonwealth of Puerto Rico (US overseas commonwealth)
Comerío !Comerío,Commonwealth of Puerto Rico (US overseas commonwealth)
Corozal !Corozal,Commonwealth of Puerto Rico (US overseas commonwealth)
Culebra !Culebra,Commonwealth of Puerto Rico (US overseas commonwealth)
Dorado !Dorado,Commonwealth of Puerto Rico (US overseas commonwealth)
Fajardo !Fajardo,Commonwealth of Puerto Rico (US overseas commonwealth)
Florida !Florida,Commonwealth of Puerto Rico (US overseas commonwealth)
Guánica !Guánica,Commonwealth of Puerto Rico (US overseas commonwealth)
Guayama !Guayama,Commonwealth of Puerto Rico (US overseas commonwealth)
Guayanilla !Guayanilla,Commonwealth of Puerto Rico (US overseas commonwealth)
Guaynabo !Guaynabo,Commonwealth of Puerto Rico (US overseas commonwealth)
Gurabo !Gurabo,Commonwealth of Puerto Rico (US overseas commonwealth)
Hatillo !Hatillo,Commonwealth of Puerto Rico (US overseas commonwealth)
Hormigueros !Hormigueros,Commonwealth of Puerto Rico (US overseas commonwealth)
Humacao !Humacao,Commonwealth of Puerto Rico (US overseas commonwealth)
Isabela !Isabela,Commonwealth of Puerto Rico (US overseas commonwealth)
Jayuya !Jayuya,Commonwealth of Puerto Rico (US overseas commonwealth)
Juana Díaz !Juana Díaz,Commonwealth of Puerto Rico (US overseas commonwealth)
Juncos !Juncos,Commonwealth of Puerto Rico (US overseas commonwealth)
Lajas !Lajas,Commonwealth of Puerto Rico (US overseas commonwealth)
Lares !Lares,Commonwealth of Puerto Rico (US overseas commonwealth)
Las Marías !Las Marías,Commonwealth of Puerto Rico (US overseas commonwealth)
Las Piedras !Las Piedras,Commonwealth of Puerto Rico (US overseas commonwealth)
Loíza !Loíza,Commonwealth of Puerto Rico (US overseas commonwealth)
Luquillo !Luquillo,Commonwealth of Puerto Rico (US overseas commonwealth)
Manatí !Manatí,Commonwealth of Puerto Rico (US overseas commonwealth)
Maricao !Maricao,Commonwealth of Puerto Rico (US overseas commonwealth)
Maunabo !Maunabo,Commonwealth of Puerto Rico (US overseas commonwealth)
Mayagüez !Mayagüez,Commonwealth of Puerto Rico (US overseas commonwealth)
Moca !Moca,Commonwealth of Puerto Rico (US overseas commonwealth)
Morovis !Morovis,Commonwealth of Puerto Rico (US overseas commonwealth)
Naguabo !Naguabo,Commonwealth of Puerto Rico (US overseas commonwealth)
Naranjito !Naranjito,Commonwealth of Puerto Rico (US overseas commonwealth)
Orocovis !Orocovis,Commonwealth of Puerto Rico (US overseas commonwealth)
Patillas !Patillas,Commonwealth of Puerto Rico (US overseas commonwealth)
Peñuelas !Peñuelas,Commonwealth of Puerto Rico (US overseas commonwealth)
Ponce !Ponce,Commonwealth of Puerto Rico (US overseas commonwealth)
Quebradillas !Quebradillas,Commonwealth of Puerto Rico (US overseas commonwealth)
Rincón !Rincón,Commonwealth of Puerto Rico (US overseas commonwealth)
Río Grande !Río Grande,Commonwealth of Puerto Rico (US overseas commonwealth)
Sabana Grande !Sabana Grande,Commonwealth of Puerto Rico (US overseas commonwealth)
Salinas !Salinas,Commonwealth of Puerto Rico (US overseas commonwealth)
San Germán !San Germán,Commonwealth of Puerto Rico (US overseas commonwealth)
San Juan !San Juan,Commonwealth of Puerto Rico (US overseas commonwealth)
San Lorenzo !San Lorenzo,Commonwealth of Puerto Rico (US overseas commonwealth)
San Sebastián !San Sebastián,Commonwealth of Puerto Rico (US overseas commonwealth)
Santa Isabel !Santa Isabel,Commonwealth of Puerto Rico (US overseas commonwealth)
Toa Alta !Toa Alta,Commonwealth of Puerto Rico (US overseas commonwealth)
Toa Baja !Toa Baja,Commonwealth of Puerto Rico (US overseas commonwealth)
Trujillo Alto !Trujillo Alto,Commonwealth of Puerto Rico (US overseas commonwealth)
Utuado !Utuado,Commonwealth of Puerto Rico (US overseas commonwealth)
Vega Alta !Vega Alta,Commonwealth of Puerto Rico (US overseas commonwealth)
Vega Baja !Vega Baja,Commonwealth of Puerto Rico (US overseas commonwealth)
Vieques !Vieques,Commonwealth of Puerto Rico (US overseas commonwealth)
Villalba !Villalba,Commonwealth of Puerto Rico (US overseas commonwealth)
Yabucoa !Yabucoa,Commonwealth of Puerto Rico (US overseas commonwealth)
Yauco !Yauco,Commonwealth of Puerto Rico (US overseas commonwealth)
Adjuntas,Commonwealth of Puerto Rico (US overseas commonwealth)
Aguada,Commonwealth of Puerto Rico (US overseas commonwealth)
Aguadilla,Commonwealth of Puerto Rico (US overseas commonwealth)
Aguas Buenas,Commonwealth of Puerto Rico (US overseas commonwealth)
Aibonito,Commonwealth of Puerto Rico (US overseas commonwealth)
Añasco,Commonwealth of Puerto Rico (US overseas commonwealth)
Arecibo,Commonwealth of Puerto Rico (US overseas commonwealth)
Arroyo,Commonwealth of Puerto Rico (US overseas commonwealth)
Barceloneta,Commonwealth of Puerto Rico (US overseas commonwealth)
Barranquitas,Commonwealth of Puerto Rico (US overseas commonwealth)
Bayamón,Commonwealth of Puerto Rico (US overseas commonwealth)
Cabo Rojo,Commonwealth of Puerto Rico (US overseas commonwealth)
Caguas,Commonwealth of Puerto Rico (US overseas commonwealth)
Camuy,Commonwealth of Puerto Rico (US overseas commonwealth)
Canóvanas,Commonwealth of Puerto Rico (US overseas commonwealth)
Carolina,Commonwealth of Puerto Rico (US overseas commonwealth)
Cataño,Commonwealth of Puerto Rico (US overseas commonwealth)
Cayey,Commonwealth of Puerto Rico (US overseas commonwealth)
Ceiba,Commonwealth of Puerto Rico (US overseas commonwealth)
Ciales,Commonwealth of Puerto Rico (US overseas commonwealth)
Cidra,Commonwealth of Puerto Rico (US overseas commonwealth)
Coamo,Commonwealth of Puerto Rico (US overseas commonwealth)
Comerío,Commonwealth of Puerto Rico (US overseas commonwealth)
Corozal,Commonwealth of Puerto Rico (US overseas commonwealth)
Culebra,Commonwealth of Puerto Rico (US overseas commonwealth)
Dorado,Commonwealth of Puerto Rico (US overseas commonwealth)
Fajardo,Commonwealth of Puerto Rico (US overseas commonwealth)
Florida,Commonwealth of Puerto Rico (US overseas commonwealth)
Guánica,Commonwealth of Puerto Rico (US overseas commonwealth)
Guayama,Commonwealth of Puerto Rico (US overseas commonwealth)
Guayanilla,Commonwealth of Puerto Rico (US overseas commonwealth)
Guaynabo,Commonwealth of Puerto Rico (US overseas commonwealth)
Gurabo,Commonwealth of Puerto Rico (US overseas commonwealth)
Hatillo,Commonwealth of Puerto Rico (US overseas commonwealth)
Hormigueros,Commonwealth of Puerto Rico (US overseas commonwealth)
Humacao,Commonwealth of Puerto Rico (US overseas commonwealth)
Isabela,Commonwealth of Puerto Rico (US overseas commonwealth)
Jayuya,Commonwealth of Puerto Rico (US overseas commonwealth)
Juana Díaz,Commonwealth of Puerto Rico (US overseas commonwealth)
Juncos,Commonwealth of Puerto Rico (US overseas commonwealth)
Lajas,Commonwealth of Puerto Rico (US overseas commonwealth)
Lares,Commonwealth of Puerto Rico (US overseas commonwealth)
Las Marías,Commonwealth of Puerto Rico (US overseas commonwealth)
Las Piedras,Commonwealth of Puerto Rico (US overseas commonwealth)
Loíza,Commonwealth of Puerto Rico (US overseas commonwealth)
Luquillo,Commonwealth of Puerto Rico (US overseas commonwealth)
Manatí,Commonwealth of Puerto Rico (US overseas commonwealth)
Maricao,Commonwealth of Puerto Rico (US overseas commonwealth)
Maunabo,Commonwealth of Puerto Rico (US overseas commonwealth)
Mayagüez,Commonwealth of Puerto Rico (US overseas commonwealth)
Moca,Commonwealth of Puerto Rico (US overseas commonwealth)
Morovis,Commonwealth of Puerto Rico (US overseas commonwealth)
Naguabo,Commonwealth of Puerto Rico (US overseas commonwealth)
Naranjito,Commonwealth of Puerto Rico (US overseas commonwealth)
Orocovis,Commonwealth of Puerto Rico (US overseas commonwealth)
Patillas,Commonwealth of Puerto Rico (US overseas commonwealth)
Peñuelas,Commonwealth of Puerto Rico (US overseas commonwealth)
Ponce,Commonwealth of Puerto Rico (US overseas commonwealth)
Quebradillas,Commonwealth of Puerto Rico (US overseas commonwealth)
Rincón,Commonwealth of Puerto Rico (US overseas commonwealth)
Río Grande,Commonwealth of Puerto Rico (US overseas commonwealth)
Sabana Grande,Commonwealth of Puerto Rico (US overseas commonwealth)
Salinas,Commonwealth of Puerto Rico (US overseas commonwealth)
San Germán,Commonwealth of Puerto Rico (US overseas commonwealth)
San Juan,Commonwealth of Puerto Rico (US overseas commonwealth)
San Lorenzo,Commonwealth of Puerto Rico (US overseas commonwealth)
San Sebastián,Commonwealth of Puerto Rico (US overseas commonwealth)
Santa Isabel,Commonwealth of Puerto Rico (US overseas commonwealth)
Toa Alta,Commonwealth of Puerto Rico (US overseas commonwealth)
Toa Baja,Commonwealth of Puerto Rico (US overseas commonwealth)
Trujillo Alto,Commonwealth of Puerto Rico (US overseas commonwealth)
Utuado,Commonwealth of Puerto Rico (US overseas commonwealth)
Vega Alta,Commonwealth of Puerto Rico (US overseas commonwealth)
Vega Baja,Commonwealth of Puerto Rico (US overseas commonwealth)
Vieques,Commonwealth of Puerto Rico (US overseas commonwealth)
Villalba,Commonwealth of Puerto Rico (US overseas commonwealth)
Yabucoa,Commonwealth of Puerto Rico (US overseas commonwealth)
Yauco,Commonwealth of Puerto Rico (US overseas commonwealth)
Puerto Rico,Commonwealth of Puerto Rico (US overseas commonwealth)
Adjuntas,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
Aguada,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
Aguadilla,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
Aguas Buenas,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
Aibonito,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
Añasco,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
Arecibo,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
Arroyo,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
Barceloneta,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
Barranquitas,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
Bayamón,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
Cabo Rojo,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
Caguas,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
Camuy,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
$,Commonwealth of Puerto Rico (US overseas commonwealth)
